155                 
ESH5 FUT GLOBEX 50,20150315,185328,0,0,2047.75,174,0,0,0
ESH5 FUT GLOBEX 50,20150315,185328,0,0,2047.75,1,0,0,0
ESH5 FUT GLOBEX 50,20150315,185328,0,0,2047.75,1,0,0,0
ESH5 FUT GLOBEX 50,20150315,185330,2047.75,1,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185330,0,0,2047.75,2,0,0,0
ESH5 FUT GLOBEX 50,20150315,185330,0,0,0,0,2048,132,0
ESH5 FUT GLOBEX 50,20150315,185331,0,0,2047.75,6,0,0,0
ESH5 FUT GLOBEX 50,20150315,185334,0,0,2047.75,5,0,0,0
ESH5 FUT GLOBEX 50,20150315,185335,0,0,2047.75,4,0,0,0
ESH5 FUT GLOBEX 50,20150315,185336,0,0,2047.75,7,0,0,0
ESH5 FUT GLOBEX 50,20150315,185341,0,0,2047.75,8,0,0,0
ESH5 FUT GLOBEX 50,20150315,185343,0,0,2047.75,6,0,0,0
ESH5 FUT GLOBEX 50,20150315,185344,0,0,2047.75,20,0,0,0
ESH5 FUT GLOBEX 50,20150315,185348,0,0,2047.75,21,0,0,0
ESH5 FUT GLOBEX 50,20150315,185349,0,0,2047.75,22,0,0,0
ESH5 FUT GLOBEX 50,20150315,185352,0,0,2047.75,23,0,0,0
ESH5 FUT GLOBEX 50,20150315,185353,0,0,2047.75,24,0,0,0
ESH5 FUT GLOBEX 50,20150315,185354,0,0,2047.75,25,0,0,0
ESH5 FUT GLOBEX 50,20150315,185357,0,0,2047.75,24,0,0,0
ESH5 FUT GLOBEX 50,20150315,185358,0,0,2047.75,25,0,0,0
ESH5 FUT GLOBEX 50,20150315,185410,0,0,2047.75,20,0,0,0
ESH5 FUT GLOBEX 50,20150315,185411,0,0,2047.75,22,0,0,0
ESH5 FUT GLOBEX 50,20150315,185413,0,0,2047.75,23,0,0,0
ESH5 FUT GLOBEX 50,20150315,185414,0,0,2047.75,24,0,0,0
ESH5 FUT GLOBEX 50,20150315,185422,0,0,2047.75,25,0,0,0
ESH5 FUT GLOBEX 50,20150315,185427,0,0,2047.75,24,0,0,0
ESH5 FUT GLOBEX 50,20150315,185435,0,0,2047.75,25,0,0,0
ESH5 FUT GLOBEX 50,20150315,185441,0,0,2047.75,85,0,0,0
ESH5 FUT GLOBEX 50,20150315,185441,0,0,0,0,2048,40,0
ESH5 FUT GLOBEX 50,20150315,185442,0,0,2047.75,87,0,0,0
ESH5 FUT GLOBEX 50,20150315,185442,0,0,0,0,2048,38,0
ESH5 FUT GLOBEX 50,20150315,185443,0,0,0,0,2048,36,0
ESH5 FUT GLOBEX 50,20150315,185444,0,0,0,0,2048,37,0
ESH5 FUT GLOBEX 50,20150315,185446,0,0,0,0,2048,38,0
ESH5 FUT GLOBEX 50,20150315,185447,0,0,2047.75,44,0,0,0
ESH5 FUT GLOBEX 50,20150315,185447,0,0,0,0,2048,37,0
ESH5 FUT GLOBEX 50,20150315,185447,0,0,2047.75,85,0,0,0
ESH5 FUT GLOBEX 50,20150315,185448,0,0,2047.75,87,0,0,0
ESH5 FUT GLOBEX 50,20150315,185450,0,0,0,0,2048,40,0
ESH5 FUT GLOBEX 50,20150315,185451,0,0,2047.75,85,0,0,0
ESH5 FUT GLOBEX 50,20150315,185453,0,0,2047.75,42,0,0,0
ESH5 FUT GLOBEX 50,20150315,185453,0,0,2047.75,85,0,0,0
ESH5 FUT GLOBEX 50,20150315,185453,0,0,2047.75,42,0,0,0
ESH5 FUT GLOBEX 50,20150315,185453,0,0,0,0,2048,83,0
ESH5 FUT GLOBEX 50,20150315,185453,0,0,2047.75,84,0,0,0
ESH5 FUT GLOBEX 50,20150315,185453,0,0,0,0,2048,84,0
ESH5 FUT GLOBEX 50,20150315,185454,0,0,0,0,2048,40,0
ESH5 FUT GLOBEX 50,20150315,185456,0,0,0,0,2048,39,0
ESH5 FUT GLOBEX 50,20150315,185457,0,0,0,0,2048,38,0
ESH5 FUT GLOBEX 50,20150315,185457,2048,1,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185457,2048,2,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185457,2048,2,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185458,2048,1,0,0,0,0,0
ESH5 FUT GLOBEX 50,20150315,185458,0,0,2047.75,80,0,0,0
